sr_no,sector,line_ministry,implementing_agency,project_code,project_name,original_cost,revised_cost,expenditure,physical_progress,original_completion_date,revised_completion_date,sanction_date,cost_overrun_percent,expenditure_ratio,snapshot_month
1414,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618222,Widening and Strengthening up gradation to 2 lane with paved shoulder from existing chainage Km 192.98 to Km 229.820 design chainage Km 162.800 to Km 198.18 under 31 BRTF on Akhnoor-Poonch Road NH-144A in the UT of Jammu and Kashmir under Project Sampark Border Roads Organisation BRO on EPC Mode Package-VIII Job No NH-144A-J&K-2022-2023-111,562,0.0,127.43,65,04/01/2026,,06/10/2022,-100.0,22.67437722419929,Jan_2026
1415,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618123,Widening and Strengthening/Reconstruction to Two Lane with Paved Shoulder/ Two Lane with paved shoulders with service road from km 0000 to km 42250 excluding design Ch. 03220 to 04200 & 28350 to 29060 of NH-320G in the state of Jharkhand under EPC mode,423,0.0,4.11,0,24/08/2025,,17/03/2022,-100.0,0.9716312056737589,Jan_2026
1416,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618380,Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and geometric improvement from Km. 125. 000 to Km 166 Package-3 on Aizawl Tuipang Section of NH-54 in the State of Mizoram Package-3,867,0.0,159.47,97,24/04/2023,19/11/2024,30/09/2019,-100.0,18.393310265282583,Jan_2026
1417,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618384,Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and geometric improvement from Km. 166. 000 to Km 208.000 Package-4 on Aizawl Tuipang Section of NH-54 in the State of Mizoram Package-4,899,0.0,191.59,99,24/04/2023,23/09/2024,30/09/2019,-100.0,21.311457174638488,Jan_2026
1418,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618379,Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and geometric improvement from Km. 208. 000 to Km 250.000 Package-5 on Aizawl Tuipang Section of NH-54 in the State of Mizoram Package-5,753,0.0,125.62,95,24/04/2023,,30/09/2019,-100.0,16.682602921646748,Jan_2026
1419,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618381,Widening and up-gradation to 2-lane with paved shoulder configuration and geometric improvements from km 250.00 Lunglei to km 298.00 on Aizawl-Tuipang section under JICA ODA Loan assistance Phase-I Package-6,769,0.0,168.78,98,16/06/2023,31/03/2025,30/09/2019,-100.0,21.947984395318596,Jan_2026
1420,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618382,Widening and up-gradation to 2-lane with paved shoulder configuration and geometric improvements from km 298.00 to km 339.00 on Aizawl-Tuipang section under JICA ODA Loan assistance Phase-I Package-7,606,750.32,0.01,100,01/04/2024,29/03/2025,30/09/2019,23.815181518151824,0.00165016501650165,Jan_2026
1421,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618383,Widening and up-gradation to 2-lane with paved shoulder configuration and geometric improvements from km 339.00 to km 380.00 Siaha on Aizawl-Tuipang section under JICA ODA Loan assistance Phase-I Package-8,637,0.0,101.89,99,15/09/2023,31/05/2025,30/09/2019,-100.0,15.995290423861853,Jan_2026
1422,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617886,Widening of existing Single lane / Intermediate lane road to 2 lane from Km 101 to Km 125 of NH 61,252,0.0,0.0,41,17/06/2026,,23/06/2020,-100.0,0.0,Jan_2026
1423,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618002,Widening of existing single lane to intermediate lane road from Mokokchung to Chare via Dikhu in the state of Nagaland on EPC mode,193,0.0,99.65,0,18/06/2025,,19/02/2021,-100.0,51.63212435233161,Jan_2026
1424,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617901,Widening of Pachpadra-Bagundi Section to 4 Lane from Km 73/60 to 95/70 of NH-25 on EPC mode in the state of Rajasthan.,195,0.0,48.47,85,11/12/2024,15/02/2026,13/01/2022,-100.0,24.856410256410257,Jan_2026
1425,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618337,Widening to 2 -Lane with Paved shoulder of Imphal to Jiribam section of NH-37 from Design Chainage 33.000 km to 66.390 Km Existing Chainage from km 33.395 to km 67.496 on EPC Mode in Manipur PKG-3,467,0.0,552.2,82,19/03/2023,03/07/2025,31/03/2021,-100.0,118.2441113490364,Jan_2026
1426,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618336,Widening to 2 -Lane with Paved shoulder of Imphal to Jiribam section of NH-37 from Design Chainage 66.110 km to 101.280 Km Existing Chainage km 67.496 to km 103.557 on EPC Mode in Manipur PKG-4,580,0.0,355.94,79,29/12/2023,07/08/2025,02/09/2021,-100.0,61.36896551724138,Jan_2026
1427,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618039,Widening to 2 Lane from Existing Chainage Km 74.700 Km 100.660 Design Chainage Km 53.365 to Km 78.785 on NH- 507 in the State of Uttarakhand.,347,0.0,0.0,14,23/04/2028,,25/01/2024,-100.0,0.0,Jan_2026
1428,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618364,"Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for Package-I Design Chainage 0000 Km to 34795 Km, in the State of Nagaland on EPC mode under NH O-NE",430,0.0,0.0,78,23/02/2026,,16/12/2022,-100.0,0.0,Jan_2026
1429,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618366,Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for Package-II Design Chainage 34795 Km to 69875 Km in the State of Nagaland on EPC mode under NHO-NE,443,0.0,0.0,38,23/02/2026,,16/12/2022,-100.0,0.0,Jan_2026
1430,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618365,Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for Package-III Design Chainage 69875 Km to 106816 Km in the State of Nagaland on EPC mode under NHO-NE,497,0.0,0.0,80,25/02/2026,,16/12/2022,-100.0,0.0,Jan_2026
1431,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618030,Widening to 2 lane with paved shoulder from Km. 103.225 Pattadakal to Km. 133.00 Shirur cross of NH-367 in the state of Karnataka on EPC Mode.Job No. NH-367-KNT-2021-22-934,264,0.0,3.58,0,27/05/2024,,09/02/2022,-100.0,1.3560606060606062,Jan_2026
1432,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618335,Widening to 2 Lane with Paved shoulder of lmphal to Jiribam section of NH-37 from Design Ch. from Km 101280 Near Khongsang Village to Km 131280 near Puilon Kambiron Village on EPC Mode in Manipur PKG-5,411,0.0,309.93,82,12/05/2024,01/02/2026,03/12/2021,-100.0,75.40875912408758,Jan_2026
1433,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618334,Widening to 2 Lane with Paved shoulder of lmphal to Jiribam section of NH-37 from Design Ch. from km 131.280 to km 169.570 on EPC mode in Manipur under NHO-TSP PKG-6,505,0.0,269.89,87,06/02/2025,09/05/2025,13/12/2021,-100.0,53.44356435643564,Jan_2026
1434,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618333,Widening to 2 lane with Paved shoulder of lmphal to Jiribam section of NH-37 from Design Ch. from km 169570 Near Nungkao vlllage under Tamenglong District to km 205974 near Jiribam Bridge under Jiribam district under NHO-NE PKG-7,760,0.0,365.34,83,28/12/2025,,03/01/2023,-100.0,48.071052631578944,Jan_2026
1435,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618196,Widening to 2 lane with Paved Shoulders of Siddipet-Elkathurthy section from Km 69/978 to km 133/619 of NH-765DG in the State of Telangana under Annual plan 2021-22 on EPC mode,579,0.0,0.0,85,21/12/2024,08/01/2025,18/01/2022,-100.0,0.0,Jan_2026
1436,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618197,Widening to 2 lane with Paved Shoulders of Medak - Siddipet section from Km 0/0 to km 69/978 of NH-765DG in the State of Telangana under Annual plan 2021-22 on EPC mode,882,0.0,347.42,73,30/01/2025,12/07/2025,20/01/2022,-100.0,39.390022675736965,Jan_2026
1437,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618070,Widening to 2 Lanes with paved shoulders from Km.87/000 to 133/720 Nattukal to Thanau Jn. in Palakkad of NH-966 Old NH-213 on EPC mode Basis under NHO Annual Plan 2016-17 in the state of Kerala,294,315.63,0.0,98,22/08/2019,05/06/2025,10/02/2017,7.357142857142855,0.0,Jan_2026
1438,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618345,Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section from Km 48.587 to Km 69.875 in the State of Manipur on EPC mode under NHO Package-2B,366,0.0,168.23,83,04/08/2022,05/02/2023,18/06/2020,-100.0,45.96448087431694,Jan_2026
1439,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618344,Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section of NH-102B from Design Chainage 69.875 Km to 121.769 Km in the State of Manipur on EPC mode Package-3,673,0.0,480.59,81,24/08/2023,06/04/2025,31/03/2021,-100.0,71.41010401188707,Jan_2026
1440,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618347,Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section of NH-102B from km 13.747 to km 32.835 in the State of Manipur on EPC mode under NHO Package-1B,242,0.0,138.96,96,30/06/2022,06/04/2025,27/04/2020,-100.0,57.421487603305785,Jan_2026
1441,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618346,Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section of NH-102B from km 32.835 to km 48.587 in the State of Manipur on EPC mode under NHO Package-2A,233,0.0,127.15,92,30/06/2022,05/02/2023,27/04/2020,-100.0,54.570815450643785,Jan_2026
1442,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618084,Widening to 2-lane with paved shoulder from km 0.00 to 44.00 Kuru-Ghaghra section of NH-143A including re-construction of culverts and bridges.,153,133.67,77.0,93,08/08/2023,11/11/2023,14/02/2020,-12.633986928104585,50.326797385620914,Jan_2026
1443,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618338,Widening to 2-Lane with Paved shoulder of Imphal to Jiribam section of NH-37 from Design Chainage 15.940 km to 33.120 Km Existing Chainage Km 15.946 to Km 33.395 Total length17.180 Km in the State of Manipur on EPC mode PKG-2 - Balance Works & Rectification works,195,0.0,0.0,55,18/03/2026,,31/03/2021,-100.0,0.0,Jan_2026
1444,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618000,Widening to 2-Lane with Paved Shoulders from Km 116.800 to 149.070Design Changes on Hosadurga - Holalkere Section of NH-173 in the State of Karnataka on EPC mode under Annual Plan 2021-22 Job no. NH-173-KNT-2021-22-946,170,147.39,60.21,92,24/02/2024,,30/03/2022,-13.30000000000001,35.41764705882353,Jan_2026
1445,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617996,Widening to 2/4 Lane with paved shoulders from Km 182.120 to Km 227.600 of NH 167 on Haggari-Jadcherla Road on EPC mode under NHO in the state of Telangana,298,0.0,228.09,95,20/02/2019,07/07/2023,06/10/2016,-100.0,76.54026845637584,Jan_2026
1446,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617927,Widening to 2LPS between Km 0/0 to 56/0 Khokhara Gujarat Border Vijayanagar Antrasuba Mathasur road of NH 58 in the State of Gujarat,699,0.0,0.0,10,30/08/2026,,15/03/2024,-100.0,0.0,Jan_2026
1447,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618185,Widening to 2LPS from Km 0.000 to 37.850 Except Ex. Km 24.45 to 27.20 of NH-766c Byndoor-Ranebennur Section in the state of Karnataka on EPC Mode under Annual Plan 2022-23 NH-766C-KNT-2022-23-969 dated 30.12.2022,395,0.0,0.0,0,07/08/2027,,30/12/2022,-100.0,0.0,Jan_2026
1448,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618109,Widening to 4 lane from Km 51.60 to 76.20 Hebri to Parkala and from Km 85.20 to 88.90 Karavali junction to Malpe of Thirthahalli-Udupi-Malpe Section of NH-169A in the State of Karnataka on EPC Mode under Annual plan 2021-22 Job No. NH-169A-KNT-2021-22-927,356,0.0,170.76,76,26/12/2024,,12/01/2022,-100.0,47.966292134831455,Jan_2026
1449,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618249,Widening to 4 lane from km. 108.50 to km 139.00 of NH-135A Pkg-II Jaunpur Akbarpur section on Hybrid Annuity Mode in the state of Uttar Pradesh,1512,0.0,0.0,25,29/03/2027,,29/03/2023,-100.0,0.0,Jan_2026
1450,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618029,Widening to 4 lane from Km. 133.00 to 158.04 design Chainage Km. 130.88 to 155.145 Shirur Cross to Gaddankeri of NH-367 in the State of Karnataka on EPC mode. Job No. NH-367-KNT-2021-22-930,351,312.06,195.06,78,17/01/2025,,24/01/2022,-11.094017094017094,55.57264957264957,Jan_2026
1451,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618248,Widening to 4 lane from km. 139.00 to km 179.20 of NH-135A Pkg-III Jaunpur Akbarpur section and Akbarpur bypass on Hybrid Annuity Mode in the state of Uttar Pradesh.,1653,0.0,0.0,0,15/01/2028,,31/05/2023,-100.0,0.0,Jan_2026
1452,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619087,Widening to 6L of Existing 4L Jetpur - Gondal - Rajkot Section from Km. 117.600 to Km. 185.00 on NH-27,2070,1390.29,748.65,56,26/09/2025,31/01/2027,21/03/2022,-32.83623188405797,36.166666666666664,Jan_2026
